Gene,P-Value,q-value,Fold Change,DEGs
ENSG00000175556.17,2.4117869272519224e-261,9.47487721420398e-260,-1.1557354903341162,DOWN
ENSG00000171848.16,1.4578965639168486e-136,1.0662807315881206e-135,1.1541938013886117,UP
ENSG00000087128.10,1.2186793939840727e-71,2.7180602866635847e-71,1.1530595502784644,UP
ENSG00000221439.1,1.3143650420795726e-91,4.020582720488125e-91,-1.151092132541558,DOWN
ENSG00000171557.17,2.7581582826918636e-42,4.6081016266115585e-42,-1.1507862707343863,DOWN
ENSG00000213260.3,3.023070764674636e-162,3.522646018159004e-161,1.148985708364012,UP
ENSG00000117122.14,1.0265965487298085e-152,1.0265965487298084e-151,1.1485927904402045,UP
ENSG00000241644.2,1.280779904441094e-84,3.409627044736697e-84,-1.1483997560674215,DOWN
ENSG00000131153.9,1.489975773582883e-183,2.4245167913330936e-182,1.1483903972134617,UP
ENSG00000275714.2,2.9316436963594687e-75,6.861293757437055e-75,-1.1482351293450612,DOWN
ENSG00000108448.21,7.954914720167428e-136,5.696879031369902e-135,1.1465503770332357,UP
ENSG00000240974.1,1.4778248908409152e-103,5.976497720312524e-103,-1.1462340042935901,DOWN
ENSG00000164109.14,7.1722114796127045e-174,1.0063051820885171e-172,1.145706340744101,UP
ENSG00000187762.5,6.0453789373875415e-105,2.503733746658997e-104,-1.1444893543261638,DOWN
ENSG00000252985.1,2.0725874193139643e-89,6.012252534929749e-89,-1.1443914931525572,DOWN
ENSG00000261189.1,3.3659846880052423e-205,7.0659983908507e-204,1.1436040839938615,UP
ENSG00000280285.1,3.1403634318241363e-136,2.278627819925165e-135,-1.142876502313095,DOWN
ENSG00000143365.19,6.225096975619962e-160,7.015990443833974e-159,-1.142527010220131,DOWN
ENSG00000121152.10,2.387741725314875e-201,4.7581809743593524e-200,1.1422079313123,UP
ENSG00000277452.1,1.8601426189983893e-111,8.94299336056918e-111,-1.1417335321815154,DOWN
ENSG00000226394.2,2.1836629975121884e-90,6.484960305786737e-90,-1.141279324835903,DOWN
ENSG00000252473.1,2.1173501989484555e-102,8.330061583845855e-102,-1.1408650087667742,DOWN
ENSG00000261544.1,5.241603851728684e-95,1.7472012839095614e-94,-1.1408283966049642,DOWN
ENSG00000228232.1,6.608081985622299e-115,3.4158318534701735e-114,1.1396313402825455,UP
ENSG00000208308.1,1.0725222949924328e-82,2.779864572317804e-82,-1.1383567065706053,DOWN
ENSG00000252975.1,8.680270443817704e-91,2.6174061097038032e-90,-1.1383251312117815,DOWN
ENSG00000206585.1,2.7307335745497072e-74,6.289377998334753e-74,-1.1381074950207046,DOWN
ENSG00000150556.17,2.0793148227173213e-160,2.372662142104827e-159,1.1358846133512936,UP
ENSG00000094804.12,1.3025016660505602e-152,1.2884458926759138e-151,1.1344751426136703,UP
ENSG00000213866.3,5.905846001515838e-137,4.342533824643998e-136,1.134140199037078,UP
ENSG00000252452.1,5.391617033402225e-97,1.8720892477091062e-96,-1.133480975260095,DOWN
ENSG00000163472.19,4.5453843223745713e-237,1.249980688653007e-235,1.1333757998131742,UP
ENSG00000179862.7,5.15050513828468e-158,5.554466325601125e-157,1.1330972329323021,UP
ENSG00000277968.1,4.488026520545516e-124,2.6656744992440973e-123,-1.132780616665417,DOWN
ENSG00000123485.12,3.2117043693469833e-139,2.4740019651832506e-138,1.1326683089360121,UP
ENSG00000264616.1,2.936783148974458e-89,8.465569873878155e-89,-1.13251903038088,DOWN
ENSG00000186891.14,5.2199666913720264e-129,3.4016370619130503e-128,1.1321283274385856,UP
ENSG00000287080.2,8.28185710668438e-51,1.495410836728959e-50,-1.1317943427782622,DOWN
ENSG00000125872.8,1.501229178692161e-111,7.255501302993748e-111,-1.1317759613855198,DOWN
ENSG00000137563.13,1.1739937745367291e-191,2.1101195293960818e-190,1.1285502950574502,UP
ENSG00000145386.11,5.809695668774302e-148,5.272826102022881e-147,1.1285489077207131,UP
ENSG00000225383.8,2.263716694675047e-101,8.658165382971322e-101,-1.1270285531274493,DOWN
ENSG00000221265.1,2.7231295431354574e-100,1.0272436548179023e-99,-1.1264780780649672,DOWN
ENSG00000077152.11,5.553892520668395e-115,2.8817366852524693e-114,1.1258907584880813,UP
ENSG00000252498.1,6.764923405179835e-93,2.1164436136796978e-92,-1.1246533697625365,DOWN
ENSG00000113739.10,5.720636726128752e-167,7.183447943768982e-166,1.1243737338011393,UP
ENSG00000101003.10,2.584565627856688e-162,3.037416870344398e-161,1.1237358209350043,UP
ENSG00000207719.1,7.088274736440643e-95,2.3485247620737068e-94,-1.122690426482137,DOWN
ENSG00000160767.21,1.5551586953584394e-135,1.1079498477294581e-134,1.1221986548409275,UP
ENSG00000211870.1,1.3280156858684764e-86,3.677787649686113e-86,-1.1212116953498663,DOWN
ENSG00000117650.13,1.3449877069116017e-126,8.368136185535984e-126,1.120523265972978,UP
ENSG00000258968.2,1.9515094506684247e-103,7.868989720437197e-103,-1.1195080284463905,DOWN
ENSG00000277775.2,3.3793403227131216e-47,5.896691552957541e-47,-1.1185681353280241,DOWN
ENSG00000243313.2,2.1827929205596006e-98,7.898263857288028e-98,-1.1177971528674344,DOWN
ENSG00000154198.14,2.412698184779978e-91,7.339513283346173e-91,-1.117085235676614,DOWN
ENSG00000201435.1,3.3203349840118517e-90,9.828763408000637e-90,-1.1140727617973316,DOWN
ENSG00000165304.8,1.6576736927902982e-124,9.910005772115913e-124,1.113591124401403,UP
ENSG00000261373.1,1.6363195110898152e-204,3.408998981437115e-203,1.113230228084467,UP
ENSG00000202514.1,5.895427672499242e-100,2.2027752852408854e-99,-1.1130357195569245,DOWN
ENSG00000152253.9,6.607073864777369e-207,1.419488525635763e-205,1.1100722065360082,UP
ENSG00000254263.1,3.197567214250523e-102,1.2561871198841341e-101,-1.109782206518584,DOWN
ENSG00000165152.9,2.0647767975491587e-184,3.3798429721786824e-183,1.109651314145145,UP
ENSG00000203709.12,2.4975932662377424e-160,2.838174166179253e-159,-1.1086619447659267,DOWN
ENSG00000206645.1,5.930359674295128e-96,2.0010416078909942e-95,-1.1086391318869382,DOWN
ENSG00000100526.20,2.8926600999213383e-145,2.4781355996210844e-144,1.1064252076381624,UP
ENSG00000173894.11,5.7171701143192206e-145,4.837605481347033e-144,1.1033081735608592,UP
ENSG00000232608.1,7.346491126805623e-111,3.49530287175008e-110,-1.1006770960017014,DOWN
ENSG00000109881.17,1.4988548476198068e-174,2.1580370842693555e-173,1.1002437709191204,UP
ENSG00000143228.13,3.2231134845629723e-144,2.677813317990385e-143,1.0996955032425153,UP
ENSG00000215184.2,5.183322691688852e-87,1.450064842537573e-86,-1.0993774475485079,DOWN
ENSG00000112936.19,9.106497536188185e-82,2.342644361507718e-81,-1.098484666495688,DOWN
ENSG00000251139.2,1.4246488302951182e-114,7.268616481097541e-114,-1.0984143944836446,DOWN
ENSG00000276107.1,1.6074818034019994e-93,5.134233402271194e-93,-1.0976501563903704,DOWN
ENSG00000279530.2,1.2965244005492089e-107,5.614869451197361e-107,-1.0974180825743833,DOWN
ENSG00000223044.1,7.516313031247054e-94,2.4203584117013345e-93,-1.0943725227448617,DOWN
ENSG00000200394.1,1.7505922771157265e-71,3.8917774956089314e-71,-1.0914521553771714,DOWN
ENSG00000092295.12,2.0213512841793835e-174,2.895164599736096e-173,1.0912095961919666,UP
ENSG00000283475.1,3.117949443368419e-74,7.175197463818538e-74,1.0903394219431237,UP
ENSG00000257671.1,5.081252740834396e-180,7.80639387558357e-179,-1.0889316093886665,DOWN
ENSG00000090889.12,3.5222925787599366e-129,2.3007849386199111e-128,1.086237632188582,UP
ENSG00000260027.5,1.4151243102218216e-116,7.541844676569786e-116,1.0856862461425465,UP
ENSG00000278818.1,4.871477694113761e-103,1.9471749504088434e-102,-1.0847285314167634,DOWN
ENSG00000263301.1,1.923998891253763e-145,1.6534365471712027e-144,1.0841314393205903,UP
ENSG00000211876.1,2.621687716326884e-86,7.20964121989893e-86,-1.083958031887146,DOWN
ENSG00000223946.1,5.434588756280693e-109,2.482577920227891e-108,-1.0838134572513822,DOWN
ENSG00000278991.1,2.3029588100973067e-137,1.7070449400990815e-136,-1.0826489679935607,DOWN
ENSG00000109906.14,5.4281588197479e-95,1.8071957329669156e-94,-1.0820377500763496,DOWN
ENSG00000254856.1,1.1885646692232949e-91,3.652014346775487e-91,-1.081802448040114,DOWN
ENSG00000143590.14,2.812308434204909e-174,4.007175230084715e-173,1.080700711197533,UP
ENSG00000212411.1,2.9061956706469535e-77,6.986110518901404e-77,-1.080529857617187,DOWN
ENSG00000100092.24,5.2585701836844295e-292,3.1437104358983006e-290,1.0797037558322422,UP
ENSG00000204305.14,1.1909749259967563e-44,2.0267209446108167e-44,-1.078693901186319,DOWN
ENSG00000164265.9,2.0779275041132194e-36,3.276548529995042e-36,-1.078383867254443,DOWN
ENSG00000111247.15,2.4736490606373564e-169,3.2239501975131423e-168,1.0781534950448077,UP
ENSG00000199366.1,3.8205564541054994e-79,9.456822906201731e-79,-1.0775429399714147,DOWN
ENSG00000234040.3,5.557127671227841e-103,2.218011770083681e-102,-1.0749376833814663,DOWN
ENSG00000029153.14,2.580230131058942e-135,1.833496863155579e-134,1.074171071875601,UP
ENSG00000242640.1,8.027744477866152e-102,3.118121089566655e-101,-1.0739169143336453,DOWN
ENSG00000197714.9,3.0406565881809382e-78,7.432716104442293e-78,-1.0736594669361423,DOWN
ENSG00000237892.1,8.588796202191007e-112,4.180387532039871e-111,-1.073389854975792,DOWN
ENSG00000184058.14,1.5926386524687835e-180,2.4744385843441555e-179,1.0723885633404213,UP
ENSG00000112782.19,5.687993430657954e-86,1.5471792219890578e-85,-1.0703663241810493,DOWN
ENSG00000278463.2,4.2746139236949055e-60,8.536810668236014e-60,-1.0691367844714983,DOWN
ENSG00000049283.18,2.5150418162014174e-138,1.8845681184070566e-137,1.0686250103556338,UP
ENSG00000105173.14,1.167162330126723e-140,9.144434210394554e-140,1.0684609419895148,UP
ENSG00000274002.1,8.884727272462835e-111,4.212586206771172e-110,-1.068094071110645,DOWN
ENSG00000166394.15,1.3469668583705033e-308,9.26039715129721e-307,1.067161769309871,UP
ENSG00000286715.1,3.0593218170635395e-92,9.484932352790005e-92,-1.0664290014719884,DOWN
ENSG00000201448.1,1.3946875779715745e-92,4.343590984622684e-92,-1.0663801222618847,DOWN
ENSG00000265871.1,6.326450023610282e-97,2.1883946622551293e-96,-1.065605728156027,DOWN
ENSG00000175643.10,1.2235711384591535e-153,1.2416312290637168e-152,1.064998235957569,UP
ENSG00000257604.1,2.6924369082075646e-93,8.520369962682166e-93,-1.0631893215431614,DOWN
ENSG00000126368.6,1.5147978715087517e-133,1.0440336207140518e-132,1.0621333244610842,UP
ENSG00000204544.5,4.967126714291845e-54,9.248204782872426e-54,-1.0618791471853832,DOWN
ENSG00000164825.4,2.370099114797e-58,4.6389840325208185e-58,1.0616680478749478,UP
ENSG00000256712.1,4.962855507487441e-85,1.334100942872968e-84,-1.0593826214479027,DOWN
ENSG00000228481.1,1.027499653386662e-83,2.7013614214276487e-83,-1.0570690502057325,DOWN
ENSG00000181722.17,1.6826524002729183e-127,1.0711328936922513e-126,-1.0569302482763379,DOWN
ENSG00000100321.15,8.339249881424872e-271,3.7594978973636725e-269,1.0566521422458415,UP
ENSG00000275410.5,6.315594671048963e-134,4.385829632672891e-133,-1.0558458552941006,DOWN
ENSG00000212283.1,3.909422646927311e-79,9.668086581879591e-79,-1.0551869764098867,DOWN
ENSG00000158528.12,2.455227236270362e-231,6.430357047374757e-230,-1.0533188141955454,DOWN
ENSG00000276368.2,1.0351642297876449e-51,1.8864821947753633e-51,-1.052306068215212,DOWN
ENSG00000153044.10,3.4280493293176e-185,5.713415548862667e-184,1.0513898986834878,UP
ENSG00000231721.7,1.5242712703288739e-152,1.4917245528129549e-151,-1.051060307580691,DOWN
ENSG00000226312.7,1.467158411608961e-134,1.034534777416575e-133,-1.0507384895919287,DOWN
ENSG00000105088.8,3.734590687293366e-128,2.399561773377747e-127,1.0495105529794955,UP
ENSG00000136149.6,6.178870840047675e-101,2.3501929197968333e-100,1.0439842759115716,UP
ENSG00000213197.3,1.2690733021557448e-90,3.7934256314438024e-90,-1.0436281488564307,DOWN
ENSG00000201736.1,3.424710965432594e-86,9.39915684125712e-86,-1.0423338246526748,DOWN
ENSG00000228663.1,4.873079312005996e-99,1.7796770395772234e-98,-1.0411806795806982,DOWN
ENSG00000178860.8,9.475889322567115e-145,7.993464919343425e-144,1.0410247002302353,UP
ENSG00000091651.9,2.3166542520095107e-197,4.363561091113804e-196,1.0408076125226768,UP
ENSG00000264229.1,8.936800903432658e-64,1.845060246579565e-63,-1.0393931230846283,DOWN
ENSG00000249850.1,2.460353527321898e-86,6.779531262660541e-86,-1.0367505495356288,DOWN
ENSG00000212391.1,1.1077006030822413e-171,1.4859398334030067e-170,-1.036641972257383,DOWN
ENSG00000134020.8,3.768319140525343e-52,6.903982436005791e-52,-1.0362858892258755,DOWN
ENSG00000264653.1,8.845054531324082e-91,2.664173051603639e-90,-1.035410823864277,DOWN
ENSG00000156970.13,3.9589091119419346e-147,3.500643105414894e-146,1.0353883053123272,UP
ENSG00000126787.13,2.3508471628194895e-119,1.3357086152383464e-118,1.033939164701068,UP
ENSG00000136155.17,3.077112630345154e-94,1.000243467310777e-93,-1.0337215061282254,DOWN
ENSG00000091129.21,4.697492151070464e-137,3.46329850279994e-136,1.0331642295768453,UP
ENSG00000169184.6,7.984479922247959e-224,1.9781369176740437e-222,1.0311152146599292,UP
ENSG00000251532.1,3.720260544537741e-99,1.3677428472565224e-98,-1.0300137845825157,DOWN
ENSG00000253372.5,1.9586624696183512e-101,7.50184093516778e-101,-1.029946518976172,DOWN
ENSG00000040608.14,8.821830804207449e-185,1.4526966893155979e-183,1.02842350107009,UP
ENSG00000276961.1,1.0544806492125623e-104,4.3475588985525435e-104,-1.0281191496532185,DOWN
ENSG00000186193.9,2.1733840898512253e-131,1.4471685828307189e-130,1.027232142154166,UP
ENSG00000174501.14,1.2709616603387857e-92,3.967246953384405e-92,-1.0268251757203775,DOWN
ENSG00000110104.13,5.971325900994775e-169,7.7094583228805775e-168,1.0260159680170955,UP
ENSG00000080986.13,2.278862362299518e-146,1.9958189478737816e-145,1.0243257652705635,UP
ENSG00000137807.16,1.201143947287371e-170,1.5880508918462837e-169,1.024107501162931,UP
ENSG00000238713.1,8.627234161003224e-87,2.403737988121466e-86,-1.0235222404851905,DOWN
ENSG00000068489.13,7.744003278854398e-155,7.976033339644043e-154,1.022924554986884,UP
ENSG00000200742.1,6.307421578345767e-91,1.908185846034198e-90,-1.0225487844161374,DOWN
ENSG00000211879.1,4.913016906547754e-84,1.2978670982715009e-83,-1.02193059656793,DOWN
ENSG00000213891.3,9.191501974000658e-100,3.4250176732387275e-99,-1.0219181679302505,DOWN
ENSG00000171243.8,6.691235488826552e-70,1.4557672147367895e-69,1.0218441681114683,UP
ENSG00000228634.1,2.906511135882269e-125,1.7644383275223488e-124,-1.0212803960549635,DOWN
ENSG00000239280.1,9.620107600203321e-88,2.718940996974217e-87,-1.0204962759264353,DOWN
ENSG00000198720.13,3.589378217056434e-190,6.4096039590293464e-189,1.0203320860974774,UP
ENSG00000147697.9,5.345820676677826e-100,2.0028619701449622e-99,1.0199321920769173,UP
ENSG00000208018.1,1.2081077571492675e-81,3.104949843140641e-81,-1.01992225029585,DOWN
ENSG00000256968.1,1.6676494200405483e-164,2.002635766424239e-163,1.0196346090790356,UP
ENSG00000125319.15,1.628205254431226e-173,2.2387822248429356e-172,1.0195281024566265,UP
ENSG00000211858.1,5.420126077045074e-86,1.475776902165738e-85,-1.018595888356841,DOWN
ENSG00000211882.1,1.7116299955426676e-77,4.1325570568413834e-77,-1.0179817819664014,DOWN
ENSG00000236549.1,6.042105166669449e-90,1.773296607080148e-89,-1.0168133857176789,DOWN
ENSG00000100290.3,4.330496135633584e-114,2.1731504330278022e-113,1.0163356306805242,UP
ENSG00000112984.12,2.9265348029762278e-124,1.741985001771564e-123,1.0159747719658172,UP
ENSG00000073150.14,1.0319114817933534e-93,3.311267882067353e-93,1.0157293767072448,UP
ENSG00000267694.1,2.990011504191373e-76,7.106768916617352e-76,-1.0155871819313769,DOWN
ENSG00000165480.16,8.926927977134385e-168,1.147151959678484e-166,1.0142652244382828,UP
ENSG00000176749.9,2.205811826753449e-217,5.097464305522675e-216,1.0140656904612122,UP
ENSG00000252759.1,7.761419678702058e-90,2.273046231781753e-89,-1.0139898239284237,DOWN
ENSG00000143845.15,2.8199283172263456e-207,6.106143993994055e-206,1.012492637653858,UP
ENSG00000164045.12,4.472624925485298e-206,9.461321957757362e-205,1.0112224356839494,UP
ENSG00000236559.1,7.2058437356827e-108,3.170571243700388e-107,-1.0106117035976039,DOWN
ENSG00000276365.1,3.4714580579545296e-100,1.305371810519346e-99,-1.0105187535159135,DOWN
ENSG00000207392.1,1.4846955039003398e-72,3.343908792568333e-72,-1.0097760846641917,DOWN
ENSG00000198807.13,9.264183711853611e-122,5.3634747805468275e-121,1.0089218702284533,UP
ENSG00000247627.2,5.2866438554766384e-39,8.577150797970948e-39,1.0082898609876652,UP
ENSG00000206728.1,1.0103644092324419e-84,2.700196428949675e-84,-1.007833953257991,DOWN
ENSG00000177732.8,2.395984643832552e-118,1.3257460302896414e-117,1.0075925556801233,UP
ENSG00000080493.18,1.1526186800468877e-148,1.049569990108921e-147,-1.0075897752868612,DOWN
ENSG00000237887.1,1.1258630884708335e-90,3.372683543894109e-90,-1.00731462159224,DOWN
ENSG00000127423.11,1.6768355381000143e-216,3.842748108145866e-215,1.006761732868742,UP
ENSG00000081052.13,1.7750995185693573e-177,2.624475094658996e-176,-1.0067371220335524,DOWN
ENSG00000166803.14,8.146095478544603e-174,1.1371453079186629e-172,1.0061462664891514,UP
ENSG00000240853.3,3.12597210427893e-98,1.125186294079458e-97,-1.0055130378979322,DOWN
ENSG00000234648.1,6.4125391128771545e-77,1.5347678468591972e-76,1.0045369570414553,UP
ENSG00000116990.11,1.347283511316502e-149,1.2474847327004648e-148,1.0039738967112055,UP
ENSG00000269353.1,1.273328112375354e-99,4.738365776768909e-99,-1.002997563359811,DOWN
ENSG00000153294.12,1.3594242097865426e-116,7.273184001776249e-116,1.0029055450338837,UP
ENSG00000221890.6,6.549387735326818e-151,6.253755650051649e-150,1.0025416799187048,UP
ENSG00000275894.1,8.355155399975561e-118,4.549837098996593e-117,-1.0017642269091258,DOWN
ENSG00000161888.11,4.2995158417208125e-149,3.941222854910745e-148,1.001552733501576,UP
